r(B_06,5)	round(B_06_ERR,5)	round(V_06,5)	round(V_06_ERR,5)	round(R_06,5)	round(R_06_ERR,5)	round(F814W_06,5)	round(F814W_06_ERR,5)	round(Z_06,5)	round(Z_06_ERR,5)	round(Z_BEST,8)	CLASSIF	Z_USE
25.25900	0.08740	24.45400	0.05180	24.08350	0.04190	23.70460	0.26220	23.44350	0.05420	0.37410000	2	4.00000000
23.74290	0.03950	23.19340	0.02670	22.89550	0.02290	22.66090	0.11350	22.32200	0.02260	0.37410000	1	1.00000000
22.77630	0.02450	22.07480	0.01500	21.78560	0.01310	21.32640	0.04210	21.00320	0.01010	0.37410000	3	1.00000000
23.46560	0.03430	22.89470	0.02250	22.67650	0.02020	22.38570	0.08960	22.10230	0.01930	0.37410000	2	1.00000000
23.33080	0.03200	22.77670	0.02120	22.56410	0.01910	22.31870	0.08350	22.13440	0.01980	0.37410000	2	1.00000000
22.69260	0.02360	21.60140	0.01200	20.96180	0.00890	20.25670	0.02160	19.98290	0.00590	0.37410000	1	1.00000000
23.64830	0.03770	23.10040	0.02540	22.87610	0.02220	22.58520	0.10770	22.36670	0.02320	0.37410000	2	1.00000000
22.98230	0.02700	22.08000	0.01500	21.66870	0.01240	21.01590	0.03400	20.71610	0.00860	0.37410000	2	1.00000000
24.29670	0.05140	23.19170	0.02600	22.56470	0.01900	21.71850	0.05890	21.38880	0.01260	0.37414837	2	2.00000000
23.46980	0.03400	22.37230	0.01740	21.68400	0.01250	20.92950	0.03300	20.61740	0.00850	0.37417299	1	1.00000000
22.64410	0.02320	22.30010	0.01680	22.21630	0.01610	21.93970	0.06570	21.82490	0.01610	0.37419879	1	2.00000000
22.23710	0.01900	21.64570	0.01230	21.35300	0.01100	20.92360	0.03330	20.69770	0.00860	0.37419999	0	1.00000000
22.55440	0.02220	21.70450	0.01260	21.29640	0.01050	20.72560	0.02920	20.42940	0.00750	0.37419999	3	4.00000000
21.94480	0.01660	21.22390	0.01000	20.86260	0.00850	20.32080	0.02330	20.06450	0.00630	0.37419999	2	1.00000000
22.75080	0.02420	22.01840	0.01460	21.70300	0.01260	21.29580	0.04170	20.97520	0.00980	0.37419999	2	1.00000000
21.90570	0.01630	21.30620	0.01040	21.03710	0.00930	20.59730	0.02750	20.32380	0.00710	0.37419999	1	1.00000000
22.82140	0.02500	22.20510	0.01590	21.97620	0.01430	21.69700	0.05620	21.45750	0.01280	0.37419999	2	1.00000000
23.05560	0.02800	22.17730	0.01580	21.71480	0.01270	21.11140	0.03490	20.79520	0.00910	0.37419999	2	1.00000000
23.81210	0.04030	23.19250	0.02600	22.97950	0.02340	22.72180	0.08780	22.55580	0.02570	0.37421390	2	2.00000000
22.58290	0.02240	21.36170	0.01070	20.62410	0.00770	19.79130	0.01740	19.49420	0.00460	0.37422201	1	1.00000000
23.46290	0.03420	22.43820	0.01790	21.77990	0.01310	21.09050	0.03670	20.80810	0.00900	0.37424201	1	1.00000000
22.79660	0.02480	22.27380	0.01670	22.08930	0.01520	21.85670	0.06290	21.63430	0.01420	0.37430000	2	1.00000000
21.32140	0.01240	20.68600	0.00780	20.43250	0.00700	20.02200	0.01980	19.74060	0.00530	0.37430000	0	1.00000000
22.73190	0.02410	21.57980	0.01190	20.90440	0.00870	20.19950	0.02160	19.91670	0.00570	0.37430000	1	1.00000000
23.48160	0.03540	22.83910	0.02240	22.60150	0.01980	22.23580	0.07940	21.90700	0.01990	0.37430000	2	1.00000000
23.19010	0.02970	22.59360	0.01910	22.39970	0.01750	21.83670	0.05560	21.75800	0.01510	0.37430000	1	1.00000000
23.28040	0.03160	22.28270	0.01670	21.68460	0.01250	21.01570	0.03450	20.78820	0.00890	0.37430000	1	1.00000000
23.54710	0.03550	22.74920	0.02080	22.41050	0.01770	21.99500	0.06700	21.71200	0.01500	0.37430000	2	1.00000000
22.81030	0.02490	22.34270	0.01710	22.18500	0.01590	21.96170	0.06680	21.74600	0.01520	0.37431332	2	2.00000000
22.87970	0.02580	22.19970	0.01600	21.91550	0.01400	21.44750	0.04300	21.17560	0.01130	0.37433615	2	2.00000000
23.31360	0.03160	22.70850	0.02030	22.47350	0.01820	22.22630	0.07960	21.98460	0.01860	0.37439999	2	1.00000000
23.27990	0.03120	22.68850	0.02020	22.46770	0.01810	22.23770	0.08170	22.01490	0.01830	0.37439999	2	4.00000000
23.04410	0.02780	22.33640	0.01700	22.10890	0.01540	21.19510	0.03920	21.36480	0.01220	0.37439999	0	1.00000000
23.68760	0.04050	22.97300	0.02460	22.47750	0.01930	21.69770	0.05560	21.36990	0.01360	0.37439999	1	4.00000000
22.86020	0.02570	21.86370	0.01370	21.37220	0.01090	20.62170	0.02780	20.30470	0.00690	0.37439999	3	1.00000000
22.63440	0.02290	21.94900	0.01420	21.64780	0.01230	21.25240	0.04070	21.00610	0.01010	0.37439999	1	1.00000000
21.91510	0.01640	20.96720	0.00890	20.35240	0.00670	19.68620	0.01650	19.39770	0.00440	0.37445590	2	2.00000000
23.90460	0.04270	23.18780	0.02640	22.87020	0.02220	22.42450	0.09290	22.09380	0.01990	0.37450001	1	1.00000000
22.88230	0.02580	22.24030	0.01630	22.01910	0.01470	21.91720	0.06490	21.57530	0.01370	0.37450001	2	1.00000000
24.44580	0.05480	23.44560	0.02960	22.88990	0.02230	22.15910	0.07660	21.81460	0.01550	0.37450001	1	4.00000000
23.42370	0.03350	22.33700	0.01700	21.66280	0.01240	20.94730	0.03290	20.67100	0.00840	0.37450001	1	1.00000000
23.43380	0.03370	22.33880	0.01710	21.73480	0.01290	20.95550	0.03360	20.59780	0.00810	0.37450001	2	1.00000000
22.94700	0.02680	22.32200	0.01700	22.11960	0.01550	21.86840	0.06110	21.62200	0.01490	0.37450001	2	1.00000000
23.28170	0.03150	22.66360	0.02010	22.40720	0.01780	22.11980	0.07380	21.88600	0.01700	0.37450001	2	1.00000000
22.78370	0.02490	22.13850	0.01560	21.86970	0.01380	21.52840	0.04620	21.26480	0.01180	0.37450001	2	1.00000000
23.02480	0.02750	21.86390	0.01360	21.13360	0.00970	20.39630	0.02440	20.12050	0.00630	0.37451401	1	1.00000000
21.95670	0.01670	21.10560	0.00950	20.68340	0.00780	20.06120	0.02020	19.79450	0.00540	0.37454513	2	2.00000000
22.79770	0.02490	22.29350	0.01670	22.06880	0.01500	21.82900	0.06040	21.56510	0.01390	0.37454599	2	1.00000000
23.20240	0.03000	22.52300	0.01870	22.19060	0.01600	21.62050	0.05240	21.26150	0.01150	0.37459999	1	1.00000000
23.03640	0.02790	22.43900	0.01800	22.11720	0.01540	21.64790	0.05320	21.37880	0.01310	0.37459999	1	1.00000000
22.59740	0.02250	21.92260	0.01390	21.66760	0.01240	21.29200	0.03980	21.04050	0.01010	0.37459999	2	1.00000000
22.74130	0.02420	22.08630	0.01520	21.85800	0.01370	21.50240	0.04760	21.24400	0.01180	0.37459999	2	1.00000000
24.44390	0.05630	23.37600	0.02870	22.68500	0.02020	21.82770	0.05950	21.47960	0.01310	0.37459999	2	1.00000000
23.17830	0.03000	22.43940	0.01800	21.96320	0.01440	21.42310	0.04520	21.12940	0.01110	0.37464112	1	2.00000000
23.21810	0.03040	22.53710	0.01900	22.23270	0.01650	21.85610	0.06110	21.57670	0.01450	0.37470001	2	1.00000000
23.36070	0.03220	22.64370	0.01970	22.39650	0.01750	22.00470	0.06830	21.80080	0.01610	0.37470001	2	1.00000000
23.15960	0.02960	22.53340	0.01880	22.28720	0.01670	21.91720	0.06400	21.74150	0.01540	0.37470001	2	1.00000000
22.36930	0.02030	21.75510	0.01310	21.34350	0.01070	20.89510	0.03210	20.58520	0.00810	0.37470001	2	4.00000000
23.24000	0.03070	22.62960	0.01970	22.43600	0.01820	22.16670	0.07640	21.92360	0.01780	0.37470001	2	4.00000000
22.69810	0.02370	22.01150	0.01460	21.74310	0.01290	21.26240	0.03810	21.03040	0.01060	0.37470001	3	1.00000000
22.17360	0.01860	21.02990	0.00920	20.28300	0.00650	19.55140	0.01540	19.28080	0.00420	0.37473536	1	2.00000000
21.64800	0.01450	21.04940	0.00920	20.80970	0.00830	20.40900	0.02440	20.19190	0.00660	0.37480000	2	1.00000000
23.75140	0.03910	23.03710	0.02390	22.72200	0.02060	22.27470	0.08210	22.02820	0.01820	0.37480000	2	1.00000000
22.16630	0.01840	21.62210	0.01210	21.39170	0.01100	21.10600	0.03650	20.87640	0.00930	0.37480214	2	2.00000000
24.04400	0.04610	23.16600	0.02610	22.51960	0.01890	21.33640	0.04160	21.06560	0.01050	0.37490001	1	1.00000000
23.44690	0.03410	22.75540	0.02090	22.52250	0.01890	22.30360	0.08370	22.08040	0.01910	0.37490001	2	4.00000000
23.04040	0.02790	22.38830	0.01750	22.06600	0.01510	21.58610	0.05010	21.30400	0.01200	0.37497640	2	2.00000000
23.50780	0.03540	22.63820	0.02000	22.15140	0.01580	21.43500	0.04590	21.14770	0.01120	0.37500000	2	1.00000000
22.62550	0.02280	22.04550	0.01480	21.84940	0.01350	21.59010	0.05010	21.38890	0.01260	0.37500000	2	1.00000000
22.04440	0.01740	21.12150	0.00960	20.61710	0.00760	19.92000	0.01870	19.59670	0.00490	0.37500000	2	1.00000000
23.46360	0.03430	22.65170	0.01990	22.22880	0.01620	21.63910	0.05290	21.34550	0.01210	0.37500000	2	1.00000000
23.23940	0.03070	22.58360	0.01920	22.28690	0.01670	21.92730	0.06430	21.64770	0.01470	0.37500000	2	1.00000000
22.95220	0.02690	22.17680	0.01590	21.79230	0.01320	21.24180	0.03960	20.95350	0.01000	0.37500000	1	1.00000000
22.04100	0.01740	21.45010	0.01120	21.22700	0.01010	20.89010	0.03230	20.65020	0.00850	0.37500000	2	1.00000000
23.97060	0.04960	22.85920	0.02310	22.24270	0.01700	21.54180	0.04820	21.28000	0.01440	0.37502289	1	2.00000000
23.14530	0.02930	21.97200	0.01430	21.26170	0.01030	20.52220	0.02580	20.25480	0.00690	0.37505099	1	1.00000000
23.76600	0.03990	23.19540	0.02640	22.99950	0.02370	22.72230	0.13170	22.52290	0.02700	0.37509999	2	1.00000000
23.24520	0.03080	22.33010	0.01700	21.78250	0.01310	21.07230	0.03390	20.75090	0.00870	0.37511605	1	2.00000000
23.82140	0.04090	23.20330	0.02640	22.93300	0.02280	22.66650	0.12800	22.46070	0.02470	0.37511691	2	2.00000000
23.32060	0.03190	22.78890	0.02130	22.57630	0.01920	22.27440	0.08140	22.09390	0.01940	0.37520000	0	1.00000000
22.94700	0.02670	22.32700	0.01700	22.03980	0.01480	21.58330	0.04950	21.33370	0.01220	0.37520000	2	1.00000000
22.85000	0.02540	22.31260	0.01690	22.11360	0.01530	21.94860	0.06500	21.74980	0.01570	0.37520000	2	1.00000000
21.47280	0.01330	20.98440	0.00900	20.77720	0.00820	20.22080	0.02200	20.06070	0.00620	0.37520000	1	1.00000000
24.22630	0.05060	23.34950	0.02850	22.83080	0.02170	22.14390	0.07340	21.79650	0.01570	0.37520000	2	1.00000000
23.16550	0.02940	22.12490	0.01540	21.49340	0.01150	20.78860	0.03070	20.55700	0.00790	0.37520000	1	1.00000000
23.62460	0.03650	22.78720	0.02100	22.29620	0.01670	21.74370	0.05570	21.44330	0.01250	0.37520000	1	1.00000000
23.21350	0.03050	22.15940	0.01570	21.45310	0.01130	20.71160	0.02910	20.40080	0.00740	0.37521601	1	1.00000000
22.57020	0.02230	21.40330	0.01100	20.67390	0.00780	19.91490	0.01870	19.64980	0.00510	0.37527892	1	2.00000000
23.09030	0.02850	22.81160	0.02150	22.50950	0.01850	22.55700	0.09910	22.09160	0.01910	0.37529936	1	2.00000000
22.71220	0.02390	22.04300	0.01490	21.78780	0.01320	21.35400	0.04350	21.13950	0.01080	0.37529999	2	1.00000000
23.52750	0.03540	22.40810	0.01770	21.74200	0.01290	20.89200	0.03250	20.50500	0.00780	0.37529999	2	1.00000000
24.02440	0.04460	22.97250	0.02320	22.34120	0.01710	21.57250	0.04940	21.17520	0.01120	0.37529999	1	1.00000000
23.36480	0.03250	22.58660	0.01940	22.14620	0.01560	21.53380	0.04840	21.28700	0.01190	0.37535962	1	2.00000000
23.11720	0.02900	22.25100	0.01640	21.81360	0.01330	21.25100	0.03650	20.93040	0.00970	0.37540001	2	1.00000000
23.67980	0.03830	22.99740	0.02380	22.64370	0.02010	22.21420	0.07990	21.99070	0.01770	0.37540001	2	1.00000000
23.35920	0.03270	22.73560	0.02090	22.42450	0.01790	22.02650	0.07540	21.75010	0.01600	0.37540001	2	1.00000000
21.98370	0.01690	21.35420	0.01070	21.17500	0.00990	20.89580	0.03210	20.63880	0.00830	0.37540001	2	1.00000000
22.60700	0.02270	21.74260	0.01290	21.31270	0.01050	20.70320	0.02910	20.42920	0.00750	0.37540001	1	1.00000000
23.01830	0.02760	22.35540	0.01720	22.11300	0.01550	21.73040	0.05580	21.50610	0.01430	0.37546778	2	2.00000000
23.45660	0.03440	22.79790	0.02140	22.50170	0.01860	22.19390	0.07820	21.96120	0.01800	0.37549999	2	1.00000000
22.39840	0.02080	21.29640	0.01050	20.74120	0.00810	20.15390	0.02060	19.95170	0.00590	0.37549999	1	4.00000000
22.63000	0.02290	21.50570	0.01150	20.82860	0.00840	20.14060	0.02120	19.86410	0.00560	0.37549999	1	1.00000000
22.63180	0.02300	21.56620	0.01180	20.95040	0.00890	20.25680	0.02120	20.00030	0.00600	0.37549999	1	1.00000000
23.33350	0.03250	22.76310	0.02390	22.35030	0.01880	21.73070	0.05190	21.40960	0.01260	0.37549999	2	1.00000000
23.59250	0.03620	23.03720	0.02390	22.87490	0.02310	22.60490	0.10090	22.31190	0.02130	0.37551561	2	2.00000000
22.98500	0.02700	22.47660	0.01820	22.28740	0.01670	22.07040	0.07150	21.80980	0.01650	0.37551799	2	1.00000000
23.49200	0.03470	22.45000	0.01800	21.87720	0.01380	21.22440	0.03970	21.00600	0.01040	0.37557289	1	2.00000000
23.53440	0.03540	22.95890	0.02310	22.72570	0.02060	22.40540	0.09340	22.28950	0.02210	0.37559599	2	1.00000000
23.64180	0.03770	22.59680	0.01960	21.95380	0.01430	21.35880	0.04320	21.01530	0.01040	0.37560001	1	1.00000000
22.79320	0.02470	21.80590	0.01320	21.32390	0.01060	20.60850	0.02740	20.27250	0.00690	0.37560001	2	1.00000000
23.42780	0.03400	22.83100	0.02180	22.53220	0.01910	22.26680	0.08260	22.03160	0.01920	0.37563124	2	2.00000000
22.50800	0.02160	21.54440	0.01170	21.01480	0.00920	20.24400	0.02230	19.89710	0.00570	0.37570000	2	1.00000000
23.55680	0.03560	22.56170	0.01890	22.03430	0.01480	21.38550	0.03870	21.12420	0.01060	0.37570000	2	1.00000000
22.83760	0.02530	21.70540	0.01260	21.03080	0.00920	20.18080	0.02140	19.80330	0.00540	0.37570000	2	4.00000000
22.89300	0.02580	21.90610	0.01380	21.37140	0.01080	20.82210	0.02980	20.58440	0.00790	0.37570265	1	2.00000000
22.83540	0.02570	22.24240	0.01640	22.04440	0.01490	21.83840	0.06020	21.58670	0.01390	0.37577996	2	2.00000000
22.90780	0.02620	21.73800	0.01280	20.95970	0.00890	20.24690	0.02230	19.93010	0.00570	0.37579799	1	1.00000000
22.69810	0.02380	22.10030	0.01530	21.87300	0.01380	21.52270	0.04550	21.30920	0.01220	0.37580001	2	1.00000000
22.17420	0.01850	21.17560	0.00980	20.65780	0.00780	19.97760	0.01840	19.67730	0.00510	0.37581101	1	1.00000000
22.82790	0.02520	21.65950	0.01240	20.91430	0.00870	20.16910	0.02140	19.87410	0.00560	0.37581894	1	2.00000000
22.72440	0.02400	21.71750	0.01280	21.00960	0.00910	20.14040	0.02110	19.77070	0.00530	0.37584201	2	1.00000000
22.91150	0.02620	22.18360	0.01590	21.84790	0.01350	21.37470	0.04400	21.11900	0.01070	0.37590000	2	1.00000000
23.27190	0.03100	22.79180	0.02120	22.70370	0.02040	22.58400	0.08800	22.30410	0.02230	0.37590799	3	2.00000000
21.81020	0.01560	20.62970	0.00760	19.94550	0.00560	19.14480	0.01250	18.85560	0.00340	0.37599999	1	1.00000000
23.26930	0.03100	22.54360	0.01880	22.20020	0.01600	21.76450	0.05820	21.51250	0.01350	0.37599999	2	4.00000000
22.15980	0.01840	21.28650	0.01040	20.84460	0.00850	20.16930	0.02140	19.90110	0.00580	0.37599999	1	1.00000000
23.09600	0.02870	22.42310	0.01780	22.16460	0.01580	21.78490	0.05760	21.49160	0.01370	0.37599999	2	1.00000000
23.36740	0.03310	22.64690	0.02010	22.38900	0.01760	22.10440	0.07200	21.83110	0.01710	0.37603024	2	2.00000000
24.66100	0.06400	23.80590	0.03580	23.09180	0.02470	22.18400	0.07770	21.82740	0.01590	0.37603784	1	3.00000000
23.73570	0.03910	23.16140	0.02580	22.89600	0.02240	22.67170	0.11450	22.39750	0.02350	0.37610000	2	4.00000000
22.07740	0.01770	21.32690	0.01060	21.01690	0.00920	20.53100	0.02460	20.25250	0.00690	0.37610000	2	1.00000000
22.83440	0.02520	22.23760	0.01620	22.03540	0.01480	21.69800	0.05910	21.48220	0.01340	0.37611482	2	2.00000000
22.41270	0.02060	21.38340	0.01080	20.71720	0.00800	20.05010	0.01980	19.78780	0.00530	0.37613699	1	1.00000000
22.22090	0.01890	21.56290	0.01180	21.19120	0.00990	20.75670	0.02890	20.55200	0.00780	0.37619999	2	1.00000000
23.20120	0.03000	22.83180	0.02160	22.71350	0.02040	22.50120	0.10330	22.35720	0.02130	0.37620300	3	3.00000000
22.79000	0.02480	21.66600	0.01240	20.95180	0.00890	20.18850	0.02160	19.86840	0.00560	0.37620300	1	1.00000000
24.35560	0.05890	23.30100	0.02900	22.70990	0.02110	22.08510	0.07170	21.91820	0.02110	0.37630001	2	4.00000000
22.69270	0.02370	21.75670	0.01300	21.49770	0.01150	21.23130	0.03550	20.86960	0.00950	0.37630001	1	4.00000000
23.18980	0.02990	22.54700	0.01890	22.29830	0.01700	22.04100	0.07070	21.84290	0.01640	0.37630001	2	1.00000000
23.73680	0.03890	23.18940	0.02610	22.98200	0.02340	22.75440	0.12180	22.53190	0.02550	0.37632173	2	3.00000000
22.24790	0.01910	21.36300	0.01070	20.93340	0.00880	20.36120	0.02360	20.05870	0.00610	0.37633839	2	2.00000000
21.49950	0.01350	20.54070	0.00730	20.14510	0.00610	19.51650	0.01510	19.21490	0.00410	0.37637109	1	2.00000000
23.56790	0.03550	22.52970	0.01860	21.91620	0.01390	21.21530	0.03960	20.94690	0.00960	0.37638801	1	1.00000000
23.25690	0.03100	22.65010	0.01980	22.42310	0.01780	22.12100	0.07350	21.84310	0.01650	0.37639999	3	1.00000000
23.79460	0.04080	23.10740	0.02560	22.88410	0.02270	22.48310	0.09740	22.35500	0.02490	0.37639999	2	1.00000000
23.55680	0.03630	22.93920	0.02350	22.65700	0.02040	22.19070	0.07740	22.15230	0.02060	0.37639999	2	1.00000000
23.37840	0.03290	22.43370	0.01790	21.62650	0.01220	20.92120	0.03010	20.65340	0.00840	0.37645823	1	2.00000000
23.71920	0.03890	23.01580	0.02390	22.73050	0.02070	22.37110	0.08690	22.08850	0.01900	0.37648177	1	2.00000000
23.55880	0.03670	23.00950	0.02390	22.70550	0.02100	22.28440	0.08450	22.18500	0.02200	0.37650001	1	4.00000000
22.40090	0.02050	21.25900	0.01020	20.58490	0.00750	19.85890	0.01780	19.53500	0.00470	0.37650460	1	2.00000000
22.48060	0.02130	21.80160	0.01320	21.56030	0.01190	21.11930	0.03760	20.93910	0.01010	0.37653142	2	3.00000000
22.72740	0.02390	22.08240	0.01500	21.80520	0.01320	21.46610	0.04670	21.21430	0.01130	0.37656438	2	2.00000000
22.80850	0.02500	21.61720	0.01210	20.88710	0.00860	20.14130	0.02100	19.82360	0.00550	0.37658599	1	1.00000000
22.21700	0.01880	21.08900	0.00940	20.42020	0.00690	19.66700	0.01580	19.38500	0.00440	0.37660000	1	4.00000000
23.78400	0.03970	23.14030	0.02500	22.90790	0.02240	22.66410	0.10260	22.37480	0.02210	0.37660000	2	4.00000000
23.76740	0.03970	22.75880	0.02140	22.16130	0.01570	21.45190	0.04650	21.12660	0.01080	0.37660000	2	4.00000000
22.83620	0.02530	22.36950	0.01740	22.09410	0.01520	21.92980	0.06490	21.62790	0.01440	0.37660000	1	1.00000000
24.06770	0.04630	23.36630	0.02960	22.96110	0.02420	22.36150	0.08690	22.09550	0.01930	0.37660480	2	3.00000000
23.37020	0.03280	22.70960	0.02050	22.46420	0.01820	22.13240	0.07410	21.91160	0.01760	0.37664300	2	1.00000000
23.81760	0.04070	22.79740	0.02170	22.14950	0.01570	21.57130	0.04990	21.27540	0.01160	0.37669894	1	2.00000000
22.98120	0.02710	22.05910	0.01490	21.57840	0.01190	20.94260	0.03370	20.59710	0.00810	0.37673000	2	1.00000000
24.04730	0.04600	23.11210	0.02530	22.56340	0.01910	21.97440	0.06990	21.69580	0.01520	0.37680000	1	1.00000000
22.80230	0.02480	22.19400	0.01580	21.93690	0.01410	21.60410	0.05100	21.32610	0.01170	0.37680000	2	1.00000000
23.68220	0.03840	22.56210	0.01920	21.98390	0.01450	21.22700	0.03930	20.88510	0.00950	0.37689999	2	4.00000000
22.72060	0.02380	22.16930	0.01570	21.97550	0.01430	21.78610	0.05890	21.57840	0.01370	0.37700000	2	1.00000000
23.73810	0.03920	23.12630	0.02520	22.79460	0.02140	22.42630	0.08430	22.23140	0.02100	0.37700000	2	4.00000000
23.55180	0.03570	22.99670	0.02370	22.82330	0.02170	22.50030	0.09790	22.38990	0.02390	0.37700000	2	1.00000000
23.83120	0.04040	22.95090	0.02290	22.44600	0.01790	21.81270	0.05900	21.51250	0.01310	0.37701100	2	1.00000000
23.13500	0.02910	22.70470	0.02040	22.49220	0.01840	22.21860	0.07310	21.93350	0.01740	0.37704894	3	2.00000000
23.90970	0.04290	23.06430	0.02450	22.57470	0.01970	21.90630	0.06370	21.55990	0.01370	0.37707910	1	2.00000000
24.53660	0.05800	23.45260	0.02930	22.86420	0.02190	22.25730	0.06830	21.94740	0.01690	0.37708643	1	2.00000000
22.67440	0.02340	22.02020	0.01460	21.76600	0.01300	21.40690	0.04490	21.16840	0.01110	0.37709999	2	1.00000000
22.27590	0.01940	21.10020	0.00950	20.40720	0.00690	19.66020	0.01630	19.38410	0.00440	0.37709999	1	4.00000000
23.72890	0.03860	23.02910	0.02400	22.73730	0.02070	22.45890	0.07850	22.21700	0.02030	0.37709999	2	1.00000000
22.78980	0.02460	22.02190	0.01460	21.57620	0.01190	21.04230	0.03570	20.78570	0.00890	0.37709999	2	1.00000000
24.15310	0.04830	23.32530	0.02770	22.97710	0.02360	22.44170	0.09210	22.21500	0.02080	0.37709999	2	1.00000000
24.64420	0.06120	23.54380	0.03060	22.96110	0.02290	22.28050	0.08440	22.01960	0.01800	0.37712958	1	2.00000000
23.22160	0.03020	22.27060	0.01640	21.67130	0.01240	21.01040	0.03500	20.70390	0.00850	0.37720001	1	1.00000000
23.66270	0.03910	22.57860	0.01960	21.86240	0.01370	21.12200	0.03980	20.82700	0.00920	0.37722772	2	2.00000000
22.40470	0.02060	21.77580	0.01300	21.48890	0.01140	21.04950	0.03750	20.81430	0.00910	0.37729999	2	1.00000000
23.13150	0.02910	22.05540	0.01490	21.49930	0.01150	20.75130	0.03000	20.41110	0.00740	0.37729999	1	4.00000000
23.02230	0.02770	22.00370	0.01460	21.29640	0.01050	20.56850	0.02670	20.29500	0.00700	0.37731299	1	1.00000000
23.46920	0.03460	23.07060	0.02510	22.78230	0.02190	22.55040	0.10420	22.19110	0.02110	0.37734005	2	2.00000000
22.92790	0.02660	21.83730	0.01350	21.06660	0.00940	20.32280	0.02320	20.01330	0.00600	0.37740001	1	1.00000000
24.11150	0.04880	23.35710	0.02980	22.88760	0.02350	22.41730	0.09350	22.17960	0.02050	0.37740001	2	1.00000000
23.21130	0.03040	22.66080	0.02010	22.48410	0.01850	22.11640	0.07470	21.89180	0.01680	0.37740001	2	4.00000000
21.87900	0.01610	21.36460	0.01070	21.16590	0.00980	20.97000	0.03380	20.57270	0.00800	0.37740001	1	1.00000000
23.84170	0.04130	22.65970	0.02000	21.95650	0.01430	21.10690	0.03440	20.76040	0.00890	0.37744999	2	1.00000000
23.50150	0.03500	22.58720	0.01930	21.97470	0.01440	21.31480	0.04230	21.04630	0.01030	0.37750000	1	1.00000000
23.69240	0.03820	22.89890	0.02260	22.45740	0.01810	21.87380	0.06250	21.54980	0.01360	0.37750000	2	1.00000000
22.39450	0.02050	21.81820	0.01330	21.58160	0.01190	21.31410	0.04250	21.03870	0.01020	0.37750000	2	1.00000000
23.20540	0.03020	22.11760	0.01540	21.40770	0.01100	20.68590	0.02860	20.40760	0.00740	0.37760001	1	4.00000000
21.60080	0.01420	21.29130	0.01040	20.81150	0.00840	20.20780	0.02150	19.79680	0.00540	0.37761119	1	1.00000000
22.05250	0.01740	21.12190	0.00960	20.66580	0.00780	20.00830	0.01960	19.68530	0.00510	0.37770000	1	1.00000000
23.47720	0.03430	23.02540	0.02380	22.66290	0.01990	22.64030	0.10890	22.22720	0.02060	0.37779999	1	4.00000000
22.41780	0.02070	21.70710	0.01270	21.42890	0.01110	21.07640	0.03610	20.82360	0.00920	0.37779999	2	4.00000000
23.49930	0.03480	22.98460	0.02350	22.80530	0.02140	22.65650	0.10900	22.35400	0.02340	0.37779999	2	1.00000000
